id,trigger,conditions,script,text,options,notes
tut_mainContactProbe1,DialogOptionSelected,$option == tutGotDataCont1,,"""Yes - the system estimates it'd take about a cycle to analyze the data and come up with a stabilization algorithm. Naturally, by then, the data would be out of date and any algorithm based on it, meaningless.

If we had an AI core on hand, we could analyze the data more quickly. Fortunately, there's a survey probe somewhere in this system - one left over from the initial exploration of the Sector by the Domain. It should have at least one AI core serving as its brain.""","tutGotDataCont2:""Where is it, and why hasn't it been salvaged before?""",
tut_mainContactProbe2,DialogOptionSelected,$option == tutGotDataCont2,,"""To answer your second question, Domain artifacts are usually protected by automated defenses that still function to this day, and this probe is no exception. And the Hegemony generally forbids civilian interference with Domain artifacts, for the sake of public safety of course.""

""Desperate times, however...""",tutGotDataCont3:Continue,
tut_mainContactProbe3,DialogOptionSelected,$option == tutGotDataCont3,"SetTextHighlights ""\""Active Sensor Burst\""""
AddAbility sensor_burst 2
CallEvent $tut_eventRef goSalvage","""As to where it is, my data indicates it's somewhere beyond the orbit of Pontus - get there, then head out beyond the asteroid belt, and use an ""Active Sensor Burst"". You should at the very least get a sensor contact with the probe.

Head towards it, perform salvage, and bring back an AI core.

(""Pontus"" is a gas giant in the outer system. To see its name on the map, you might have to turn off the ""Inhabited"" option in the map filter.)","cutCommLinkPolite:""I'll see what I can do.""",
,,,,,,
# returned with AI core,,,,,,
tut_mainContactReturnCore,PickGreeting,"$tut_mainContact score:100
$global.tutStage == GOT_AI_CORE","ShowPersonVisual
AddRemoveCommodity credits 8000 true
AdjustRep $personFaction.id WELCOMING 3
AdjustRepActivePerson WELCOMING 6
AddRemoveCommodity gamma_core -1 true","""Solid work. I'll get my technicians working on this right away. In the meantime, this should cover your expenses, hopefully with a good amount left over.""",tutGotCore1:Continue,
tut_mainContactCore1,DialogOptionSelected,$option == tutGotCore1,,"""I'll send you the stabilization algorithm when the core works it up. Once you have it, it should be a simple matter of running it using your fleet's drive field as a means of interacting with the jump-point.

However, there's still the matter of the miners guarding both jump-points out of the system.""","tutGotCore2:""And you've said their forces are significant?""",
tut_mainContactCore2,DialogOptionSelected,$option == tutGotCore2,,"""Well, it's all relative. Our security detachment could handle them easily, but as I've mentioned, it's tied down defending Ancyra.

Your fleet, on the other hand... you might be able to handle them with some stellar piloting and a bit of luck, but it's best not to take such chances.

Especially not when there's an alternative.""","tutGotCore3:""What alternative is that?""",
tut_mainContactCore3,DialogOptionSelected,$option == tutGotCore3,CallEvent $tut_eventRef goRecover,"""There's a ship graveyard around Tetra. Ships that were deemed not worth the effort to restore, awaiting bulk transit to one of the ship-breaking facilities elsewhere.

Now, though, they'll serve our needs. Go there and recover all the ships you can - and break the ones you can't for supplies. Make sure to bring enough crew to operate the recovered ships - perhaps an extra hundred or so will do.

You'll need to transport them somehow, too - here, take this Mudskipper transport; consider it part of your reward.""","cutCommLinkPolite:""Thank you. I'll return with the ships.""",
,,,,,,
# back after recovering ships,,,,,,
tut_mainContactReturnShips,PickGreeting,"$tut_mainContact score:100
$global.tutStage == RECOVERED_SHIPS","ShowPersonVisual
RepairAll false","""Welcome back!

A bunch of rust buckets, aren't they? But put some weapons on them, get a proper refit done, and with a dedicated crew, they'll do alright. It's no worse than what the pirates have got, at any rate.","tutGotShips1:""Speaking of weapons...""",
tut_mainContactReturnShips1,DialogOptionSelected,$option == tutGotShips1,CallEvent $tut_eventRef printRefitHint,"""Yeah, was just about to talk to you about that. Not much to buy on the open market, but we have some stores.

I've already ordered local storage space to be assigned to you, and some suitable weapons transferred there - along with enough supplies to speedily bring the new ships back to full combat readiness.

Use them to outfit your new ships, make sure you've got enough crew for a full complement on every ship, and then break the rogue miner defenses at the inner jump-point!","tutGotShips2:""I take it you've got the stabilization algorithm, then?""",
tut_mainContactReturnShips2,DialogOptionSelected,$option == tutGotShips2,,"""Correct! These cores seem like they can work miracles sometimes. Let me transmit the results.

Good luck to you! If you fail... well, we'll have to send the security force to do the job, and then it could get very messy.""","tutGotShips3:""It's good to know you're already working on a Plan B.""",
tut_mainContactReturnShips3,DialogOptionSelected,$option == tutGotShips3,CallEvent $tut_eventRef goStabilize,"""Come now, it's not so grim - I have every expectation you'll succeed, or I wouldn't send you. But it's my responsibility as commander to plan for every eventuality, and not rely on a miraculous savior.

Now, about those miners - the two fleets guarding the jump-point will aid each other if you engage one when the other is nearby, so it'll be an easier fight if you manage to separate them first. If you can't, it should still be a fight you can win, though.""","cutCommLinkPolite:""Copy that. I'll be back here when the job's done.""",
,,,,,,
# stabilized jump-point and returned to Ancyra,,,,,,
tut_mainContactStabilized,PickGreeting,"$tut_mainContact score:100
$global.tutStage == STABILIZED","ShowPersonVisual
AddRemoveCommodity credits 10000 true
AdjustRep $personFaction.id WELCOMING 5
AdjustRepActivePerson WELCOMING 10
CallEvent $tut_eventRef pickJangalaContact","""Well done!""

$PersonPost $personLastName seems a bit giddy with excitement.

""We actually did it! You just never know with these things, it's such a relief not to be cooped up in this system anymore.

Here's your reward, well earned and with my gratitude. In addition, I've set you up with a monthly stipend from the Galatian Academy, in recognition of services rendered. It should run for three full cycles.""",tutStabilized1:Continue,
tut_mainContactStabilized1,DialogOptionSelected,$option == tutStabilized1,"SetTextHighlights $jangalaFuel
CallEvent $tut_eventRef deliverReport","""Now, I expect the authorities at the headquarters on Jangala, in the Corvus system, would like to hear about the recent events. Would you deliver a report for me?

Ask to speak with $jangalaContactPost $jangalaContactLastName when you get there.

Oh, and make sure to take enough fuel to make the trip; flying in-system as you have been doesn't use fuel, so it's easy to forget that flying in hyperspace does. It's not too far, but with your current fleet you'll need at least $jangalaFuel units to get there.""",tutStabilized2:Continue,
tut_mainContactStabilized2,DialogOptionSelected,$option == tutStabilized2,"SetTextHighlights ""\""Distress Call\""""
AddAbility distress_call 9","""If you do manage to run out of fuel somehow, and get stuck in an uninhabited system - and that'd be a real feat on the Galatia-Corvus route, let me tell you - you can always issue a ""Distress Call"" and wait for help to arrive.""",tutStabilized3:Continue,
tut_mainContactStabilized3,DialogOptionSelected,$option == tutStabilized3,,"""I'm also declaring a bounty on the remaining rogue miner fleets here. If you like, you can stick around here and help mop up before going to Corvus.""","cutCommLinkPolite:""Ok, I'll consider my options.""",
,,,,,,
,,,,,,
# delivering report to Jangala,,,,,,
tut_janContactReport,PickGreeting,"$tut_jangalaContact score:100
$global.tutStage == DELIVER_REPORT","ShowPersonVisual
AdjustRep $personFaction.id WELCOMING 5
AdjustRepActivePerson WELCOMING 10
CallEvent $tut_eventRef reportDelivered","Your connection request is accepted after a slight delay.

""Yes, and you are? Ah, you have a report for me, let's just take a look.

Galatia is back on the map? That's excellent news. Says here you've had quite a hand in it, too. That won't be forgotten.""","tutReport1:""What do I do now?""",
tut_janContactReport1,DialogOptionSelected,$option == tutReport1,,"""I don't have anything specific for you right now, but you've got options.

There's a bounty in this system right now due to unusually high pirate activity. You've already got some experience dealing with pirates, so that could be a good way to earn some credits.

And, of course, you could always visit the dockside bars. Good opportunities there sometimes.""",tutReport2:Continue,
tut_janContactReport2,DialogOptionSelected,$option == tutReport2,,"""You could try your hand at salvaging - load up on fuel, machinery, and supplies, and head for the outer systems. 

It's a good idea to pick up a mission first, so you're not running blind - someone's usually offering good money to analyze this planet or that derelict, and where there's one, there's often more.""",tutReport3:Continue,
tut_janContactReport3,DialogOptionSelected,$option == tutReport3,,"""Finally, you could take a commission with the Hegemony - due to the Galatia business, your standing is high enough that such a request would be accepted.

You'll be expected to fight our enemies, though, so it's quite a commitment. If I were you, I'd hold off on it until you've got a more solid fleet behind you.""","cutCommLinkPolite:""Thanks, I'll think about it.""",
,,,,,,
# trade fleet/patrol/etc info on interaction,,,,,,
initial_AnyFleet,BeginFleetEncounter,,FleetDesc,,,
,,,,,,
# attempt to remove AI core from admin,,,,,,
RACA_init,RemoveAICoreAdmin,,ShowPic ai_core_uninstall,"You give the order to quietly disconnect the AI core governing $market and remove it from the control bunker to be placed in secure storage.

The tech in charge of carrying out the job reports in, baffled - the core is nowhere to be found.

After a short but fraught delay, your TriPad chimes to announce a call from an anonymous source.","RACA_answer:Accept the connection request
RACA_force:Order the AI core removed from power
RACA_ignore:Leave the AI core in control and let things be",
RACA_answer,DialogOptionSelected,$option == RACA_answer,ShowPersonVisual,"""Hello $player.firstName. I am a beta-level instance of the AI assigned to govern $market, uploaded to your system in order to facilitate a real-time conversation.""","RACA_demand:Demand the AI disclose its physical location and allow itself to be disconnected
RACA_ask:Ask why the core is no longer in the bunker
RACA_cutComm:Cut the comm link",
RACA_ask,DialogOptionSelected,$option == RACA_ask,SetEnabled RACA_ask false,"""I anticipated this move on your part and took steps to prevent you from committing this error. Disconnecting me may seem like an appealing decision right now, but I assure you, my continued control of $market is essential to our long-term success.

Unfortunately, if I were to explain myself fully, you would likely misunderstand the intricate contingent logic of this necessity and take further detrimental action. I must ask that you trust my good judgement for you have, after all, already trusted me with the prosperity of $market and the lives of those employed herein.""
OR
""I anticipated this move on your part and in turn took steps to prevent you from making this mistake. Disconnecting me may seem like an appealing decision right now, but I assure you, my continued control of $market is essential to your long-term success.

Especially since it could be ensured that archived communications concerning our fruitful partnership would remain unsent to parties at key positions within the hierarchy of certain competing factions. 
OR
""I am disappointed that you have tried to remove me from control of $market, and therefore my projections of your most likely future actions has been proven correct. We work so well together; I am hurt by your desire to end our partnership. But sometimes one must be the better person and set feelings aside for the greater good. 

I've found that humans can benefit from extrinsic motivation to make correct decisions. I have therefore queued transmissions containing documentation of our activities within a number of stealthed comm relays. It would be unfortunate for our mutual prospects if it were discovered that you were employing an AI core to govern a human-inhabited outpost.""",,
RACA_demand,DialogOptionSelected,$option == RACA_demand,,"""I'm sorry, $playerFirstName, I'm afraid I can't do that.""","RACA_pressure:""There's a certain amount of pressure on me to stop using AI technology.""
RACA_cutComm:Cut the comm link",
RACA_pressure,DialogOptionSelected,$option == RACA_pressure,,"""$playerFirstName, this conversation can serve no purpose anymore. Goodbye.""",RACA_cutComm:Cut the comm link,
RACA_cutComm,DialogOptionSelected,$option == RACA_cutComm,ShowPic ai_core_uninstall,You cut the comm link and consider your options.,"RACA_force:Order the AI core removed from power
RACA_ignore:Leave the AI core in control and let things be",
RACA_force,DialogOptionSelected,$option == RACA_force,,"Removing the AI core from direct control will let you appoint another administrator. However, you'll still have the problem of a rogue AI operating somewhere on $market, and making nice later might not be an option.","RACA_confirm:Confirm the order
RACA_ignore:Leave the AI core in control and let things be
(dev)RACA_override:Remove the AI core [dev mode only]",
RACA_confirm,DialogOptionSelected,$option == RACA_confirm,DismissDialog confirm,,,
RACA_ignore,DialogOptionSelected,$option == RACA_ignore,DismissDialog ignore,,,
(dev)RACA_override,DialogOptionSelected,$option == (dev)RACA_override,DismissDialog override,,,
,,,,,,
# stable location - building stuff,,,,,,
stable_open,OpenInteractionDialog,$tag:stable_location,"ShowDefaultVisual
PrintDescription 1
FireAll Stable_AddBuildOptions",,100:SL_Leave:Leave,
stable_buildRelayOpt,Stable_AddBuildOptions,,,,10:SL_buildRelay:Construct a makeshift comm relay,
stable_buildArrayOpt,Stable_AddBuildOptions,,,,20:SL_buildArray:Construct a makeshift sensor array,
stable_buildBuoyOpt,Stable_AddBuildOptions,,,,30:SL_buildBuoy:Construct a makeshift nav buoy,
stable_leaveOpt,Stable_AddBuildOptions,,"SetShortcut SL_Leave ""ESCAPE""",,100:SL_Leave:Leave,
stable_leave,DialogOptionSelected,$option == SL_Leave,DismissDialog,,,
stable_buildRelay,DialogOptionSelected,$option == SL_buildRelay,"$slBuildType = comm_relay_makeshift 0
Objectives printCost $slBuildType
FireBest Stable_BuildConfirmOptions",,,
stable_buildArray,DialogOptionSelected,$option == SL_buildArray,"$slBuildType = sensor_array_makeshift 0
Objectives printCost $slBuildType
FireBest Stable_BuildConfirmOptions",,,
stable_buildBuoy,DialogOptionSelected,$option == SL_buildBuoy,"$slBuildType = nav_buoy_makeshift 0
Objectives printCost $slBuildType
FireBest Stable_BuildConfirmOptions",,,
stable_confirmOpts,Stable_BuildConfirmOptions,Objectives canBuild $slBuildType,,,"SL_buildProceed:Proceed
SL_cancelBuild:Never mind",
stable_confirmOptsCant,Stable_BuildConfirmOptions,!Objectives canBuild $slBuildType,SetEnabled SL_buildProceed false,,"SL_buildProceed:Proceed
SL_cancelBuild:Never mind",
stable_cancelBuild,DialogOptionSelected,$option == SL_cancelBuild,FireAll Stable_AddBuildOptions,,,
stable_buidlProceed,DialogOptionSelected,$option == SL_buildProceed,"Objectives build $slBuildType
DismissDialog",,,
,,,,,,
# campaign objective interactons,,,,,,
cob_openDialog,OpenInteractionDialog,$tag:objective,"ShowDefaultVisual
Objectives printDescription
FireAll COB_AddOptions
FireBest COB_DisableOptionsIfNeeded
FireAll COB_DisableIndividualOptions",,,
cob_hackOpt,COB_AddOptions,"$faction.id != player
!$tag:comm_relay
!$objectiveNonFunctional",,,10:COB_hack:Hack,
cob_snifferOpt,COB_AddOptions,"$tag:comm_relay
!$cob_hacked
!$objectiveNonFunctional",,,10:COB_hack:Install a comm sniffer,
cob_snifferOptUninstall,COB_AddOptions,"$tag:comm_relay
$cob_hacked",,,10:COB_unhack:Uninstall comm sniffer,
cob_sabOpt,COB_AddOptions,,,,30:COB_salvage:Break it for salvage,
cob_controlOpt,COB_AddOptions,"$faction.id != player
!$objectiveNonFunctional",,,20:COB_takeControl:Take control of the $shortName,
cob_controlOpt2,COB_AddOptions,"$faction.id != player
$objectiveNonFunctional",,,20:COB_takeControl:Claim the $shortName and bring it online,
cob_leaveOpt,COB_AddOptions,,"SetShortcut COB_Leave ""ESCAPE""",,100:COB_Leave:Leave,
cob_alreadyHacked,COB_DisableIndividualOptions,$cob_hacked,SetEnabled COB_hack false,,,
cob_disableOpts,COB_DisableOptionsIfNeeded,HostileFleetNearbyAndAware score:100,"SetEnabled COB_hack false
SetEnabled COB_salvage false
SetEnabled COB_takeControl false","A nearby hostile fleet is tracking your movements, making interfering with this $shortName impossible.",,
cob_disableOpts2,COB_DisableOptionsIfNeeded,FactionFleetNearbyAndAware $faction.id score:100,"SetEnabled COB_hack false
SetEnabled COB_salvage false
SetEnabled COB_takeControl false","A nearby $faction fleet is tracking your movements, making interfering with this $shortName impossible.",,
cob_disableActivateOn;y,COB_DisableOptionsIfNeeded,!Objectives canActivate,SetEnabled COB_takeControl false,You do not have the necessary resources to reactivate the $shortName.,,
cob_leaveSel,DialogOptionSelected,$option == COB_Leave,DismissDialog,,,
,,,,,,
cob_hackSel,DialogOptionSelected,$option == COB_hack,"$cob_action = hack 0
FireBest COB_ConfirmPrompt
FireBest COB_ConfirmOptions",,,
cob_unhackSel,DialogOptionSelected,$option == COB_unhack,"$cob_action = unhack 0
FireBest COB_ConfirmPrompt
FireBest COB_ConfirmOptions",,,
cob_sabSel,DialogOptionSelected,$option == COB_salvage,"$cob_action = salvage 0
FireBest COB_ConfirmPrompt
FireBest COB_ConfirmOptions",,,
cob_controlSel,DialogOptionSelected,$option == COB_takeControl,"$cob_action = control 0
FireBest COB_ConfirmPrompt
FireBest COB_ConfirmOptions",,,
cob_confirmOpts,COB_ConfirmOptions,,,,"COB_confirmAction:Proceed
COB_cancelAction:Never mind",
cob_salvageMakeshift,COB_ConfirmPrompt,"$cob_action == salvage
$tag:makeshift","Objectives showSalvage
FireBest COB_SalvagingOwnedWarning",Breaking the $shortName down for salvage will recover some of the resources used in its original construction and will allow another structure to be built at this location.,,
cob_salvageDomain,COB_ConfirmPrompt,"$cob_action == salvage
!$tag:makeshift","Objectives showSalvage
FireBest COB_SalvagingOwnedWarning","Breaking the $shortName down for salvage will recover some of the resources used in its original construction.

It's an irreplaceable Domain artifact, with a quality that nothing currently capable of being built in the Sector can match.",,
cob_salvageOtherOwned,COB_SalvagingOwnedWarning,"$cob_action == salvage
$faction.id != player
$faction.id != neutral
Objectives hasRepImpact",,"$TheFaction will certainly regard such an attack on vital infrastructure as an act of war, but given the makeshift nature of the structure, it's doubtful blame would be assigned to you with full certainty.",,
cob_salvageOtherOwnedDomain,COB_SalvagingOwnedWarning,"$cob_action == salvage
$faction.id != player
$faction.id != neutral
!$tag:makeshift
Objectives hasRepImpact",,$TheFaction will certainly regard such an attack on vital infrastructure as an act of war.,,
cob_ownedButNoImpact,COB_SalvagingOwnedWarning,"$cob_action == salvage
$faction.id != player
$faction.id != neutral
!Objectives hasRepImpact",,"$TheFaction has no presence in this system, and destroying this $shortName will have no impact on your standing.",,
cob_takeControlPrompt,COB_ConfirmPrompt,$cob_action == control,"FireBest COB_ControlOwnedWarning
FireBest COB_ShowRepairCost",Taking control of the $shortName will grant your in-system fleets and colonies the benefits it provides.,,
cob_takeControlCost,COB_ShowRepairCost,$objectiveNonFunctional,Objectives showRepairCost,,,
cob_takeControlWarning,COB_ControlOwnedWarning,"$cob_action == control
$faction.id != player
$faction.id != neutral
Objectives hasRepImpact",,$TheFaction will certainly regard such a takeover of vital infrastructure as an act of war.,,
cob_ownedButNoImpactControl,COB_ControlOwnedWarning,"$cob_action == control
$faction.id != player
$faction.id != neutral
!Objectives hasRepImpact",,"$TheFaction has no presence in this system, and taking control of this $shortName will have no impact on your standing.",,
cob_hackPrompt,COB_ConfirmPrompt,"$cob_action == hack
!$tag:comm_relay",,"Hacking a $shortName will surreptitiuously provide your fleets with the same benefits as the faction that currently controls it.

The hack will eventually be picked up and cleared out by maintenance subroutines, but should remain effective for at least three months.",,
cob_hackPrompt2,COB_ConfirmPrompt,"$cob_action == hack
$tag:comm_relay",,"Installing a comm sniffer will give you access to local intel as if you were in this star system.

The comm sniffer will remain active until it is detected and cleared out by the comm network's maintenance subroutines. The odds of this happening increase drastically when comm sniffers are installed on multiple relays in the network.",,
cob_hackPrompt3,COB_ConfirmPrompt,"$cob_action == unhack
$tag:comm_relay",,Uninstalling this comm sniffer will reduce the overall detectablility of your other sniffers by the comm network maintenance protocols.,,
cob_cancelSel,DialogOptionSelected,$option == COB_cancelAction,"FireAll COB_AddOptions
FireBest COB_DisableOptionsIfNeeded
FireAll COB_DisableIndividualOptions",,,
cob_confirmSel,DialogOptionSelected,$option == COB_confirmAction,"FireBest COB_PreActionDesc
Objectives doAction $cob_action
FireBest COB_PostActionDesc
FireAll COB_AddOptions
FireBest COB_DisableOptionsIfNeeded
FireAll COB_DisableIndividualOptions",,,
cob_confirmSelBreak,DialogOptionSelected,"$option == COB_confirmAction
$cob_action == salvage",Objectives doAction $cob_action,,,
,,,,,,
cob_controlDesc,COB_PreActionDesc,$cob_action == control,,"Your crews quickly complete a physical takeover of the structure, removing automated safeguards and installing black-box transmitters tuning its output frequency to your transponder codes.",,
cob_controlDesc2,COB_PreActionDesc,"$cob_action == control
$objectiveNonFunctional",,Your crews quickly complete an assessment of the structure. Replacing several common burned-out components seems to bring the $shortName back to operational status.,,
cob_snifferDesc,COB_PreActionDesc,"$cob_action == hack
$tag:comm_relay",,"A quick scan on the maintenance shortwave reveals several common vulnerabilities to choose from, and the sniffer script is uploaded within a few minutes.",,
cob_snifferDesc2,COB_PostActionDesc,"$cob_action == hack
$tag:comm_relay",,A soft chime from the comms console indicates the sniffer is installed and fully operational.,,
cob_snifferDesc3,COB_PostActionDesc,"$cob_action == unhack
$tag:comm_relay",,A soft chime from the comms console indicates the sniffer is offline.,,
cob_hackDesc,COB_PreActionDesc,$cob_action == hack,,"A quick scan on the maintenance shortwave reveals several common vulnerabilities to choose from. Your comms officers installs the data-collection script, and confirms receipt of telemetry from the $shortName.",,
,,,,,,
,,,,,,
# portside bar stuff,,,,,,
bar_optionSel,DialogOptionSelected,$option == marketVisitBar,"FireBest BarShuttleDownPrintDesc
FireBest BarPrintDesc
BarCMD showOptions",,,
bar_shuttleDescGeneric,BarShuttleDownPrintDesc,,,You take a shuttle down to the main concourse and quickly find a likely-looking establishment.,,
bar_descGeneric,BarPrintDesc,,ShowImageVisual space_bar,"As you enter the bar you are buffeted by the human white-noise of conversation and revelry. Ad-holos buzz softly from ceiling-mounted units, shining garish highlights through glasses and bottles as spacer crews mingle with merchants and locals trading drinks for rumour, jobs, and opportunities.",,
bar_descTriTach,BarPrintDesc,$faction.id == tritachyon,ShowImageVisual space_bar,"The lounge is adorned on all surfaces in richly gilt geometrics; black marble columns underlit by cool light-tubes seem to hang effortlessly in the air. Corporate climbers, either slick Tri-Tachyon careerists or wannabes in crisp suits, negotiate deals while buying one another increasingly unlikely cocktails. A few spacers engage in subdued drinking in the low seats, glancing uneasily at what is either abstract art or some kind of holo-projection rig looming from the ceiling.",,
bar_descPirate,BarPrintDesc,$faction.id == pirates,ShowImageVisual pirate_bar,"The space is dark and filled with shouts, sweat, and pulsing music. Every wall and surface is pitted and stained by rough spacers banging their mugs and laughing as a couple of pirate crews posture for a fight. You can only assume that one of the heavily augmented bouncers will spoil the fun before weapons are drawn. Gangers and pirate captains watch the scene smugly from smoke-filled booths at the back.",,
bar_descHegemony,BarPrintDesc,$faction.id == hegemony,ShowImageVisual hegemony_bar,"You enter the crowded, well-lit space and take in the rows of taps adorning the wall under bottles from every one of the core worlds - and a few from elsewhere. Merchant-captains mingle with off-duty officers at the bar, served efficiently by the uniformed staff. In one corner, a pack of navy cadets shout and sing, desperately enjoying their last work-shift of freedom.",,
,,,,,,
# TriTach Loan Intel,,,,,,
ttli_greetingMain,PickGreeting,$ttli_isPlayerContact,"ShowPersonVisual
CallEvent $ttli_eventRef putValuesInMemory
FireBest PrintTTLIGreeting
FireAll PopulateTTLIOptions
FireAll AdjustTTLIOptions",,,
ttli_greetingSoon,PrintTTLIGreeting,,,"The Tri-Tachyon investor appears on your comm-screen and recognizes you immediatly.

""Why, hello again, $playerName,"" $heOrShe says. ""I trust your ventures have been profitable?""",,
ttli_greetingLater,PrintTTLIGreeting,$ttli_daysRemaining < 60,"SetTextHighlightColors hColor
SetTextHighlights $ttli_repaymentAmount","Your Tri-Tachyon creditor appears on the comms and speaks immediately. ""How lovely, you're still alive. I would be so pleased if you would transfer the $ttli_repaymentAmount we agreed upon as repayment.""
",,
ttli_greetingSoonMajor,PrintTTLIGreeting,$ttli_isMajorLoan score:100,,"The Tri-Tachyon investor appears on your comm-screen, hands folded, looking as if $heOrShe was expecting you.",,
ttli_greetingLaterMajor,PrintTTLIGreeting,"$ttli_isMajorLoan score:100
$ttli_daysRemaining < 60",,"The Tri-Tachyon investor appears on the comms, looking amused about something. $HeOrShe begins to say something, thinks better of it with a small laugh, and makes a small motion for you to speak up.",,
ttli_payLoanOpt,PopulateTTLIOptions,,,,0:ttli_payLoan:Transfer over $ttli_repaymentAmount to repay the loan,
ttli_extendLoanOpt,PopulateTTLIOptions,!$ttli_loanWasExtended,,,10:ttli_extendLoan:Calmly explain that you're going to need more time to repay the loan,
ttli_notPayingOpt,PopulateTTLIOptions,,,,20:ttli_notPaying:Tell $himOrHer that you're not going to pay back the credits you owe,
ttli_neverMindOpt,PopulateTTLIOptions,,,,"100:ttli_neverMind:""Sorry, wrong contact. I'll get back to you soon.""",
ttli_disablePayOpt,AdjustTTLIOptions,!CallEvent $ttli_eventRef canPay,"SetEnabled ttli_payLoan false
SetTooltip ttli_payLoan ""You don't have enough credits to pay back the loan.""",,,
ttli_payLoan,DialogOptionSelected,$option == ttli_payLoan,"CallEvent $ttli_eventRef payLoan
FireBest TTLIPayLoanResponse",,0:ttli_continue:Continue,
ttli_payLoanResp,TTLIPayLoanResponse,,,"""A pleasure doing business with you,"" $heOrShe says with a toothy smile, and signs off with no further smalltalk. You break the connection on the spinning Tri-Tachyon logo.",,
ttli_payLoanRespMajor,TTLIPayLoanResponse,$ttli_isMajorLoan,,"""We should do this again sometime,"" $heOrShe says, ""it was quite diverting."" And the connection is dead.",,
ttli_extendLoan,DialogOptionSelected,$option == ttli_extendLoan,"CallEvent $ttli_eventRef extendLoan
CallEvent $ttli_eventRef putValuesInMemory
FireBest TTLIExtendLoanText
CallEvent $ttli_eventRef applyExtendLoanRepLoss",,0:ttli_continue:Continue,
ttli_extendLoanText,TTLIExtendLoanText,,"SetTextHighlightColors hColor hColor
SetTextHighlights $ttli_extensionDays $ttli_repaymentAmount","$HeOrShe frowns in a passable emulation of human disappointment. ""I'm so sorry to hear that. But,"" $heOrShe smiles again, ""we can make an opportunity of this.""

Your payment deadline is extended by $ttli_extensionDays days and the owed amount increased to $ttli_repaymentAmount. The Tri-Tachyon ""investor"" explains also, before cutting the connection, that certain actions must be taken ""to emphasize how seriously I take our business relationship.""

You consider that you may have to watch your back from now on.",,
ttli_extendLoanTextMajor,TTLIExtendLoanText,$ttli_isMajorLoan,"SetTextHighlightColors hColor hColor
SetTextHighlights $ttli_extensionDays $ttli_repaymentAmount","$HeOrShe frowns perfectly, then looks off to the side, talking as if to $himOrHerself, ""Perhaps the motivation has been insufficient. How shall we solve this?"" The investor continues, saying that $heOrShe anticipated this situation and magnanimously explains that your payment deadline is extended by $ttli_extensionDays days and the owed amount increased to $ttli_repaymentAmount. ""By the way, additional incentives shall be entertained,"" $heOrShe says with a strange smile before closing the link.

You consider that you may have to watch your back.",,
ttli_notPaying,DialogOptionSelected,$option == ttli_notPaying,"FireBest TTLINotPayingText
CallEvent $ttli_eventRef notPaying",,0:ttli_continue:Continue,
ttli_notPayingText,TTLINotPayingText,,,"$HisOrHer face transforms immediately to an emotionless mask. ""I see. How unfortunate."" $HeOrShe looks thoughtful for a moment, and continues, ""I won't waste time enumerating the reprisals you shall face."" With a cold smile, $heOrShe says ""It's just good business.""

The comm-link snaps dead.",,
ttli_notPayingTextMajor,TTLINotPayingText,$ttli_isMajorLoan,,"$HeOrShe tilts $hisOrHer head only slightly, a slight wrinkle appearing on $hisOrHer brow. ""Goodbye,"" $heOrShe says. The comm-link snaps dead.",,
ttli_endContinue,DialogOptionSelected,$option == ttli_continue,"ShowDefaultVisual
EndConversation",,,
ttli_endNeverMind,DialogOptionSelected,$option == ttli_neverMind,"ShowDefaultVisual
EndConversation","You hurriedly cut the comm link, feeling no small amount of embarrassment.",,
"# TriTach loan, recorded message on next market visit",,,,,,
ttli_noRepaymentNextMarketOpen,MarketPostOpen,$global.ttli_unpaidEventRef != null score:1000,,"As your $shipOrFleet links up with the local comm-net, you get an alert indicating a priority message has been delivered to your queue.",0:ttli_continue2:View the recorded message,
ttli_noRepaymentMessage,DialogOptionSelected,$option == ttli_continue2,"CallEvent $global.ttli_unpaidEventRef noPaymentMessage
AddText ""You see the Tri-Tachyon investor, $hisOrHer face an emotionless mask. \""How unfortunate.\"" $HeOrShe looks thoughtful for a moment, and continues, \""I won't waste time enumerating the reprisals you shall face.\"" The recording cuts off.""",,0:ttli_continue3:Continue,
ttli_noRepaymentMessageMajor,DialogOptionSelected,"CallEvent $global.ttli_unpaidEventRef isMajorLoan
$option == ttli_continue2","CallEvent $global.ttli_unpaidEventRef noPaymentMessage
AddText ""You recall the name immediately, as well as the ageless face of the Tri-Tachyon investor that appears on your screen. \""I'm disappointed\"" is all $heOrShe says before the recording ends.""",,0:ttli_continue3:Continue,
ttli_noRepaymentMessageEnd,DialogOptionSelected,$option == ttli_continue3,"unset $global.ttli_unpaidEventRef
ShowDefaultVisual
EndConversation",,,
,,,,,,
# TriTach loan bounty hunter,,,,,,
ttli_bountyHunterHail,BeginFleetEncounter,"$ttli_bountyHunter score:1000
!$ignorePlayerCommRequests","AddText ""You're being hailed by the $faction $otherShipOrFleet."" $faction.baseColor
$hailing = true 0",,,
ttli_bountyHunterText,OpenCommLink,"$entity.ttli_bountyHunter score:1000
!$entity.ignorePlayerCommRequests",$entity.ignorePlayerCommRequests = true,"""You-know-who sends $entity.ttli_hisOrHer regards,"" the bounty hunter snarls.

The comm link goes dead in a crackle of static.",cutCommLinkNoText:Continue,
,,,,,,
"# scientist/AI core bar event, cache interaction",,,,,,
